usable_dataset/1909.07814,urn:uuid:7584b672-c592-38f7-b294-0adeb3d080ee,"The most relevant to our work are ABY  and SecureNN  that both provide 3-party semi-honest secure computation protocols for a variety of neural network inference and training algorithms, with somewhat similar performance guarantees.","['aby3', 'securenn']","['{ABY}\\({}^{\\mbox{3}}\\): {A Mixed Protocol Framework for Machine Learning}', '{SecureNN: 3-Party Secure Computation for Neural Network Training}']","[[Person('Mohassel, Payman'), Person('Rindal, Peter')], [Person('Wagh, Sameer'), Person('Gupta, Divya'), Person('Chandran, Nishanth')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:1b3da68a-c7a9-39c7-bcfc-463639fcb032,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:16133fd4-04c5-3f1a-812e-0c7a4a1f09c6,"We also remark that there have been other recent works , that modify the inference or training algorithms in order to obtain performance benefits.","['xonn', 'codedprivateml', 'nitin', 'outsourcingprivateml', 'chet', 'nhe', 'nhe2', 'leviosa']","['{XONN: XNOR-based Oblivious Deep Neural Network Inference}', '{CodedPrivateML: A Fast and Privacy-Preserving Framework for Distributed Machine Learning}', '{QUOTIENT:} {T}wo-{P}arty {S}ecure {N}eural {N}etwork {T}raining and {P}rediction', '{Outsourcing Private Machine Learning via Lightweight Secure Arithmetic Computation}', '{CHET}: {An Optimizing Compiler for Fully-Homomorphic Neural-Network Inferencing}', '{nGraph-HE}: {A} {G}raph {C}ompiler for {D}eep {L}earning on {H}omomorphically {E}ncrypted {D}ata', '{nGraph-HE2}: {A} {H}igh-{T}hroughput {F}ramework for {N}eural {N}etwork {I}nference on {E}ncrypted {D}ata', '{LevioSA: Lightweight Secure Arithmetic Computation}']","[[Person('Riazi, M. Sadegh'), Person('Samragh, Mohammad'), Person('Chen, Hao'), Person('Laine, Kim'), Person('Lauter, Kristin E.'), Person('Koushanfar, Farinaz')], [Person('So, Jinhyun'), Person('Guler, Basak'), Person('Avestimehr, A. Salman'), Person('Mohassel, Payman')], [Person('Agrawal, Nitin'), Person('Shamsabadi, Ali Shahin'), Person('Kusner, Matt J.'), Person(""Gasc{\\'{o}}n, Adri{\\`{a}}"")], [Person('Garg, Siddharth'), Person('Ghodsi, Zahra'), Person('Hazay, Carmit'), Person('Ishai, Yuval'), Person('Marcedone, Antonio'), Person('Venkitasubramaniam, Muthuramakrishnan')], [Person('Dathathri, Roshan'), Person('Saarikivi, Olli'), Person('Chen, Hao'), Person('Lauter, Kristin'), Person('Maleki, Saeed'), Person('Musuvathi, Madan'), Person('Mytkowicz, Todd')], [Person('Boemer, Fabian'), Person('Lao, Yixing'), Person('Cammarota, Rosario'), Person('Wierzynski, Casimir')], [Person('Boemer, Fabian'), Person('Costache, Anamaria'), Person('Cammarota, Rosario'), Person('Wierzynski, Casimir')], [Person('Hazay, Carmit'), Person('Ishai, Yuval'), Person('Marcedone, Antonio'), Person('Venkitasubramaniam, Muthuramakrishnan')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:1b3da68a-c7a9-39c7-bcfc-463639fcb032,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:fa85cc94-82cd-38a0-b365-fdb3d98aba33,"For example, the works that use fully homomorphic encryption (e.g., )  do not support secure evaluation of ReLUs, XONN  requires DNNs to have binary weights, etc.","['xonn', 'chet', 'nhe', 'nhe2']","['{XONN: XNOR-based Oblivious Deep Neural Network Inference}', '{CHET}: {An Optimizing Compiler for Fully-Homomorphic Neural-Network Inferencing}', '{nGraph-HE}: {A} {G}raph {C}ompiler for {D}eep {L}earning on {H}omomorphically {E}ncrypted {D}ata', '{nGraph-HE2}: {A} {H}igh-{T}hroughput {F}ramework for {N}eural {N}etwork {I}nference on {E}ncrypted {D}ata']","[[Person('Riazi, M. Sadegh'), Person('Samragh, Mohammad'), Person('Chen, Hao'), Person('Laine, Kim'), Person('Lauter, Kristin E.'), Person('Koushanfar, Farinaz')], [Person('Dathathri, Roshan'), Person('Saarikivi, Olli'), Person('Chen, Hao'), Person('Lauter, Kristin'), Person('Maleki, Saeed'), Person('Musuvathi, Madan'), Person('Mytkowicz, Todd')], [Person('Boemer, Fabian'), Person('Lao, Yixing'), Person('Cammarota, Rosario'), Person('Wierzynski, Casimir')], [Person('Boemer, Fabian'), Person('Costache, Anamaria'), Person('Cammarota, Rosario'), Person('Wierzynski, Casimir')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:1b3da68a-c7a9-39c7-bcfc-463639fcb032,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:93c8dc78-df47-38a0-bc19-065c57414a8a,Prior works that use hardware enclaves for secure computation  assume that the enclave hides all data residing in it from the host.,"['vc3', 'obliviousmpml', 'GuptaFC16', 'BahmaniFC17', 'gcsgx', 'ndss1', 'ndss2', 'ndss3', 'slalom', 'opaque', 'chiron']","['{VC3: Trustworthy Data Analytics in the Cloud Using SGX}', '{Oblivious Multi-Party Machine Learning on Trusted Processors}', '{Using Intel Software Guard Extensions for Efficient Two-Party Secure Function Evaluation}', '{S}ecure {M}ultiparty {C}omputation from {SGX}', '{A Hybrid Approach to Secure Function Evaluation Using SGX}', '{Ad-Hoc Secure Two-Party Computation on Mobile Devices using Hardware Tokens}', '{Time to Rethink: Trust Brokerage Using Trusted Execution Environments}', '{Secure and Private Function Evaluation with} {Intel SGX}', '{Slalom: Fast, Verifiable and Private Execution of Neural Networks in Trusted Hardware}', '{Opaque: An Oblivious and Encrypted Distributed Analytics Platform}', '{Chiron: Privacy-preserving Machine Learning as a Service}']","[[Person('Schuster, Felix'), Person('Costa, Manuel'), Person(""Fournet, C{\\'{e}}dric""), Person('Gkantsidis, Christos'), Person('Peinado, Marcus'), Person('Mainar{-}Ruiz, Gloria'), Person('Russinovich, Mark')], [Person('Ohrimenko, Olga'), Person('Schuster, Felix'), Person(""Fournet, C{\\'{e}}dric""), Person('Mehta, Aastha'), Person('Nowozin, Sebastian'), Person('Vaswani, Kapil'), Person('Costa, Manuel')], [Person('Gupta, Debayan'), Person('Mood, Benjamin'), Person('Feigenbaum, Joan'), Person('Butler, Kevin R. B.'), Person('Traynor, Patrick')], [Person('Bahmani, Raad'), Person('Barbosa, Manuel'), Person('Brasser, Ferdinand'), Person('Portela, Bernardo'), Person('Sadeghi, Ahmad{-}Reza'), Person('Scerri, Guillaume'), Person('Warinschi, Bogdan')], [Person('Choi, Joseph I.'), Person('Tian, Dave (Jing)'), Person('Hernandez, Grant'), Person('Patton, Christopher'), Person('Mood, Benjamin'), Person('Shrimpton, Thomas'), Person('Butler, Kevin R. B.'), Person('Traynor, Patrick')], [Person('Demmler, Daniel'), Person('Schneider, Thomas'), Person('Zohner, Michael')], [Person('Koeberl, Patrick'), Person('Phegade, Vinay'), Person('Rajan, Anand'), Person('Schneider, Thomas'), Person('Schulz, Steffen'), Person('Zhdanova, Maria')], [Person('Felsen, Susanne'), Person(""Kiss, \\'Agnes""), Person('Schneider, Thomas'), Person('Weinert, Christian')], [Person('Tram{\\`{e}}r, Florian'), Person('Boneh, Dan')], [Person('Zheng, Wenting'), Person('Dave, Ankur'), Person('Beekman, Jethro G.'), Person('Popa, Raluca Ada'), Person('Gonzalez, Joseph E.'), Person('Stoica, Ion')], [Person('Hunt, Tyler'), Person('Song, Congzheng'), Person('Shokri, Reza'), Person('Shmatikov, Vitaly'), Person('Witchel, Emmett')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:cf82970f-f73c-3eae-9efc-7e0e629b9ea7,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:a92b0578-4fe9-357d-93c0-73d35250ed14,The only prior work that assumes a weaker trust assumption from the hardware is that of .,['sealedglass'],['{Sealed-Glass Proofs: Using Transparent Enclaves to Prove and Sell Knowledge}'],"[[Person('Tram{\\`{e}}r, Florian'), Person('Zhang, Fan'), Person('Lin, Huang'), Person('Hubaux, Jean{-}Pierre'), Person('Juels, Ari'), Person('Shi, Elaine')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:cf82970f-f73c-3eae-9efc-7e0e629b9ea7,usable_dataset/1909.07814/main.bib
usable_dataset/2002.00934,urn:uuid:fd0686e2-dd35-3d1b-a658-094d699bb7be,"Politics and Polarization. Political parties involve user audience often through polarization, as well as by urging them to volunteer and campaign for the party .",['ballard2016campaigning'],['Campaigning online: Web display ads in the 2012 presidential campaign'],"[[Person('Ballard, Andrew O'), Person('Hillygus, D Sunshine'), Person('Konitzer, Tobias')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:e71f073d-18f7-3263-bd6e-0780721c02b2,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:5a84d4ac-9e73-36c8-b33c-c65d3bbe96fd,"With most of the political discussion happening in the cyber-space, user experience leads the way of engagement and enchantment .","['mccarthy2006experience', 'agarwal2019tweeting']","['The experience of enchantment in human--computer interaction', 'Tweeting MPs: Digital Engagement between Citizens and Members of Parliament in the UK']","[[Person('McCarthy, John'), Person('Wright, Peter'), Person('Wallace, Jayne'), Person('Dearden, Andy')], [Person('Agarwal, Pushkal'), Person('Sastry, Nishanth'), Person('Wood, Edward')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:e71f073d-18f7-3263-bd6e-0780721c02b2,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:c6639aa1-799e-3a7a-a0c1-cd10130d4717,"For example, news personalization is a way to send curated news briefing to subscribers .","['messing2014selective', 'thurman2012future']","['Selective exposure in the age of social media: Endorsements trump partisan source affiliation when selecting news online', 'The future of personalization at news websites: lessons from a longitudinal study']","[[Person('Messing, Solomon'), Person('Westwood, Sean J')], [Person('Thurman, Neil'), Person('Schifferes, Steve')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:e71f073d-18f7-3263-bd6e-0780721c02b2,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:6dabcaf9-a450-33ea-bbff-fa534abe3abd,coined dark money which is spent on negative ads.,['chand2017dark'],['Dark Money and Dirty Politics: Are anonymous ads more negative?'],"[[Person('Chand, Daniel E')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:e71f073d-18f7-3263-bd6e-0780721c02b2,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:980168e2-24e9-3ecd-81e3-9d7e1eca9a45,"Another selective political initiative is the highly polarized in US politics, studied by .",['bhatt2018illuminating'],['Illuminating an ecosystem of partisan websites'],"[[Person('Bhatt, Shweta'), Person('Joglekar, Sagar'), Person('Bano, Shehar'), Person('Sastry, Nishanth')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:e71f073d-18f7-3263-bd6e-0780721c02b2,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:d48b692f-97b3-36c2-8d67-ba7b7076bfd8,URL sharing of alternate news across the Web was studied in .,['zannettou2017web'],['The web centipede: understanding how web communities influence each other through the lens of mainstream and alternative news sources'],"[[Person('Zannettou, Savvas'), Person('Caulfield, Tristan'), Person('De Cristofaro, Emiliano'), Person('Kourtellis, Nicolas'), Person('Leontiadis, Ilias'), Person('Sirivianos, Michael'), Person('Stringhini, Gianluca'), Person('Blackburn, Jeremy')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:e71f073d-18f7-3263-bd6e-0780721c02b2,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:be96ed65-e409-3511-8972-7170cf9856fc,"Examples include the use of NMF clustering () , finding non-binary political ideological scores, sentiment analysis , twitter profile data , etc.","['lahoti2018joint', 'pla2014political', 'pennacchiotti2011democrats']","['Joint non-negative matrix factorization for learning ideological leaning on Twitter', 'Political tendency identification in twitter using sentiment analysis techniques', 'Democrats, republicans and starbucks afficionados: user classification in twitter']","[[Person('Lahoti, Preethi'), Person('Garimella, Kiran'), Person('Gionis, Aristides')], [Person('Pla, Ferran'), Person(""Hurtado, Llu{\\'\\i}s-F"")], [Person('Pennacchiotti, Marco'), Person('Popescu, Ana-Maria')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:e71f073d-18f7-3263-bd6e-0780721c02b2,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:ac8f43e4-d455-3108-991e-4fe9d87bb03b,"In , authors measure the trackers per website and find that, on average, there are 10 different trackers per website; in news websites this average is 15 trackers.",['karaj2018whotracks'],['WhoTracks.Me: Monitoring the online tracking landscape at scale'],"[[Person('Karaj, Arjaldo'), Person('Macbeth, Sam'), Person(""Berson, R{\\'e}mi""), Person('Pujol, Josep M')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:5ac83156-7c44-3877-84b4-e110d135a4a4,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:d0206ff0-0fc8-36dd-ae75-226d50ffd163,"Similarly, in , authors used Alexa top 500 websites for each of the 16 basic content categories of Alexa.",['englehardt2016online'],['Online tracking: A 1-million-site measurement and analysis'],"[[Person('Englehardt, Steven'), Person('Narayanan, Arvind')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:5ac83156-7c44-3877-84b4-e110d135a4a4,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:40bc0548-658c-361f-aeae-b8fefdd79381,"In , researchers measured differences in third party cookies offloaded on a browser by collecting data from real users over a period of 1 year, before and after the GDPR regulation , and found that the number of cookies does not change, not least because users tend to pay little attention to the GDPR options.","['hu2019characterising', 'europeanDataRules2018']","['Characterising Third Party Cookie Usage in the EU after GDPR', 'Rules for the protection of personal data inside and outside the EU']","[[Person('Hu, Xuehui'), Person('Sastry, Nishanth')], [Person('{European Commission}')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:1ee061a7-8a64-38bd-8b7b-e5edf6485096,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:95cc09f8-f655-38dd-8f6a-3520ee342a6d,"In , researchers were the first to analyze the technique of synchronizing different user IDs that various entities set for the same user, thus reducing the user's anonymity on the Web.",['castelluccia2014selling'],['Selling off privacy at auction'],"[[Person('Olejnik, Lukasz'), Person('Minh-Dung, Tran'), Person('Castelluccia, Claude')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:1ee061a7-8a64-38bd-8b7b-e5edf6485096,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:4470283c-8e96-30d8-9d12-ab5931fc3e37,"In , researchers measure the costs of digital advertising and use CS as a metric for the reduction of user's privacy.",['costOfAds'],['The Cost of Digital Advertisement: Comparing User and Advertiser Views'],"[[Person('Papadopoulos, Panagiotis'), Person('Kourtellis, Nicolas'), Person('Markatos, Evangelos P.')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:1ee061a7-8a64-38bd-8b7b-e5edf6485096,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:fb018eca-966a-3d75-ae10-f37ada63829a,"Also,  conducted a thorough analysis of CS by analyzing a year-long dataset of real mobile users and showed that CS increases the number of domains that track a user's browsing by a factor of 6.75.",['panpap_www2019'],['Cookie Synchronization: Everything You Always Wanted to Know But Were Afraid to Ask'],"[[Person('Papadopoulos, Panagiotis'), Person('Kourtellis, Nicolas'), Person('Markatos, Evangelos P.')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:1ee061a7-8a64-38bd-8b7b-e5edf6485096,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:d726e682-973d-34f2-971b-705d56125ef5,"In  authors show that CS can break users' secure SSL sessions and increase their identifiability on the Web, even if they browse over VPN.",['exclusiveCSync'],['Exclusive: How the (Synced) Cookie Monster Breached My Encrypted VPN Session'],"[[Person('Papadopoulos, Panagiotis'), Person('Kourtellis, Nicolas'), Person('Markatos, Evangelos P.')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:1ee061a7-8a64-38bd-8b7b-e5edf6485096,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:ec0d500c-fc0f-3a89-8cb9-0128050a0fce,"In , authors study CS together with re-spawning cookies and investigate how these two can form persistent cookies that users cannot abolish even after clearing their cookie jar.",['acar2014web'],['The web never forgets: Persistent tracking mechanisms in the wild'],"[[Person('Acar, Gunes'), Person('Eubank, Christian'), Person('Englehardt, Steven'), Person('Juarez, Marc'), Person('Narayanan, Arvind'), Person('Diaz, Claudia')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:1ee061a7-8a64-38bd-8b7b-e5edf6485096,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:43a08d1d-b108-3284-9bef-1b9ea3002ab5,"In , authors simulate users browsing the web in an attempt to study the possibility of a passive eavesdropper leveraging third party HTTP tracking cookies for mass monitoring.",['englehardt2015cookies'],['Cookies that give you away: The surveillance implications of web tracking'],"[[Person('Englehardt, Steven'), Person('Reisman, Dillon'), Person('Eubank, Christian'), Person('Zimmerman, Peter'), Person('Mayer, Jonathan'), Person('Narayanan, Arvind'), Person('Felten, Edward W')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:1ee061a7-8a64-38bd-8b7b-e5edf6485096,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:fa6715d7-b982-3f07-a174-6ffa5dd6afff,"Biases in Online Ecosystem. In an attempt to shed light over today's opaque online ad-ecosystem,  proposed Sunlight: a system to detect targeting in large-scale experiments with statistically justifiable results.",['lecuyer2015sunlight'],['Sunlight: Fine-grained targeting detection at scale with statistical confidence'],"[[Person('Lecuyer, Mathias'), Person('Spahn, Riley'), Person('Spiliopolous, Yannis'), Person('Chaintreau, Augustin'), Person('Geambasu, Roxana'), Person('Hsu, Daniel')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:7f3847e5-7862-37d3-b7ac-11a3dca45bdb,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:3057ba8e-c978-37a1-a437-17e8042fa38e,"Similarly,  developed a content-agnostic methodology to detect client- and server-side flows of information between ad-exchanges by leveraging retargeted ads.",['bashir2016'],['Tracing Information Flows Between Ad Exchanges Using Retargeted Ads'],"[[Person('Bashir, Muhammad Ahmad'), Person('Arshad, Sajjad'), Person('Robertson, William'), Person('Wilson, Christo')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:7f3847e5-7862-37d3-b7ac-11a3dca45bdb,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:ebe06d9a-5a8a-3370-b6fd-41972c5beecb,"In , user browsing history is studied to define audience gender and age demographics.",['zhang2017targeted'],['Targeted Advertising Based on Browsing History'],"[[Person('Zhang, Yong'), Person('Zhou, Hongming'), Person('Tan, Nganmeng'), Person('Bagheri, Saeed'), Person('Er, Meng Joo')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:7f3847e5-7862-37d3-b7ac-11a3dca45bdb,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:18ffe74e-75d4-39f8-b2df-cb7f66db147c,Evidences of bias in ad-placement is given by .,['datta2015automated'],['Automated experiments on ad privacy settings'],"[[Person('Datta, Amit'), Person('Tschantz, Michael Carl'), Person('Datta, Anupam')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:7f3847e5-7862-37d3-b7ac-11a3dca45bdb,usable_dataset/2002.00934/bibliography.bib
usable_dataset/2002.00934,urn:uuid:2a643ae9-586e-33d8-a6f2-7785fe9260a6,"In , authors studied 5 million paid ads on Facebook and claim that US users are mostly targeted by foreign groups using loopholes in regulations of Facebook.",['kim2018stealth'],['The stealth media? Groups and targets behind divisive issue campaigns on Facebook'],"[[Person('Kim, Young Mie'), Person('Hsu, Jordan'), Person('Neiman, David'), Person('Kou, Colin'), Person('Bankston, Levi'), Person('Kim, Soo Yun'), Person('Heinrich, Richard'), Person('Baragwanath, Robyn'), Person('Raskutti, Garvesh')]]",urn:uuid:6c9dce3c-d49d-3c37-b4b6-89623c99563b,urn:uuid:7f3847e5-7862-37d3-b7ac-11a3dca45bdb,usable_dataset/2002.00934/bibliography.bib
